reaction,baseline_flux
rxn07435,0.0
rxn05416,0.0
rxn00117,-8894.339545554592
rxn00102,-6414.3725456143675
rxn00804,0.0
rxn01521,0.0
rxn00097,0.0
rxn05458,-8.999507033486353
rxn05478,0.0
rxn05453,52.27242056811803
rxn01664,0.0
rxn06591,0.0
rxn00555,-320.19723756864147
rxn05541,0.0
rxn05547,0.0
rxn00414,0.0
rxn00126,0.18416576548876332
rxn01967,10000.0
rxn03012,0.0
rxn10048,0.0
rxn00260,-2658.8874492981204
rxn05219,0.0
rxn03885,9999.999999999947
rxn05488,-10000.0
rxn05319,0.0
rxn05244,331.82777846239475
rxn00955,-9999.81583423451
rxn10296,1.897451630830618
rxn05337,0.0
rxn05352,0.0
rxn03137,0.0
rxn00690,-9999.745668762489
rxn01114,0.0
rxn05367,134.15538894070474
rxn05365,134.15538894070474
rxn00527,0.0
rxn10285,0.4383289334461606
rxn01080,9999.999999999945
rxn10312,0.008324877916940417
rxn03445,0.0
rxn00355,313.4839018074926
rxn00159,0.0
rxn05653,0.0
rxn01390,0.0
rxn01868,0.0
rxn05546,0.0
rxn02508,0.0
rxn09111,2.534508521088807
rxn09949,0.0
rxn09188,-10000.0
rxn00734,7287.524898520591
rxn00127,0.0
rxn05300,10000.0
rxn01974,124.88718684669207
rxn03244,-41.83153213522344
rxn11404,0.0
rxn01644,124.88718684669206
rxn00740,0.0
rxn00394,-237.35399935846326
rxn01108,0.0
rxn01274,0.0
rxn05251,0.0
rxn00712,0.0
rxn05516,0.0
rxn05608,0.0
rxn10245,0.19578602644802623
rxn02008,124.88718684669207
rxn05439,0.0
rxn05299,100.45148727293174
rxn01256,216.30207058964407
rxn05385,71.65981643005065
rxn05339,0.0
rxn10268,5.036700666069868
rxn05443,0.0
rxn00166,0.0
rxn05580,0.0
rxn01128,-28.2624421045185
rxn05644,0.0
rxn02155,23.990243940427952
rxn10290,0.13411015722862793
rxn00915,0.0
rxn00575,0.0
rxn00299,0.0
rxn05514,-3.668067559945122
rxn00224,0.0
rxn00839,0.0
rxn00569,0.0
rxn00461,124.88718684669203
rxn00139,0.0
rxn05091,0.0
rxn02304,0.0
rxn00748,0.0
rxn05736,0.0
rxn05451,88.58585952340209
rxn05527,0.0
rxn01094,0.0
rxn10253,-2.815019899125273
rxn09940,0.0
rxn06077,0.0
rxn05434,0.0
rxn00283,10000.0
rxn00931,-197.58924501745562
rxn01508,-997.0829173557444
rxn03043,0.0
rxn03904,124.88718684669207
rxn10212,3.238762539966179
rxn00953,7287.524898520593
rxn05694,0.0
rxn10337,0.04088610337518448
rxn02465,0.0
rxn09348,0.0
rxn10235,13.634931388432948
rxn00137,0.3358304603516769
rxn10273,0.9611103329450909
rxn05432,12.26513571516309
rxn01139,0.0
rxn05417,15.336391394124284
rxn03643,-10000.0
rxn08468,0.0
rxn00549,0.0
rxn09355,0.0
rxn05681,-9999.999999999929
rxn03030,124.88718684669206
rxn00938,0.0
rxn05639,0.0
rxn10305,0.27550224628581443
rxn10221,16.16856144238638
rxn01679,0.0
rxn05214,0.0
rxn03437,0.0
rxn01871,0.0
rxn05697,0.0
rxn02320,0.0
rxn00882,0.0
rxn01257,0.0
rxn01648,0.0
rxn01684,0.0
rxn01045,-5589.251579071498
rxn05292,3.94597009717194
rxn10014,41.83153213522346
rxn05721,0.0
rxn05401,71.65981643005065
rxn10325,0.2658764893769139
rxn01265,-23.990243940427952
rxn03482,-4486.898685972334
rxn10332,0.8899619712957298
rxn05193,0.0
rxn01217,0.0
rxn01740,0.0
rxn07585,0.0
rxn05504,0.0
rxn04820,0.0
rxn05562,0.0
rxn00871,10000.0
rxn05491,3201.578055779086
rxn03250,41.83153213522343
rxn05371,134.15538894070477
rxn02507,0.0
rxn03901,124.88718684669205
rxn05195,0.0
rxn05347,0.0
rxn00416,0.0
rxn05338,0.0
rxn05039,0.0
rxn00165,0.0
rxn10239,0.0
rxn05202,0.0
rxn05297,8848.40403338107
rxn01129,0.0
rxn00376,0.0
rxn00513,0.0
rxn05226,7756.550657013825
rxn05665,-254.5382822777348
rxn10056,0.0
rxn05174,0.0
rxn05537,0.0
rxn10209,44.292929761701046
rxn00903,5589.251579071498
rxn00947,0.0
rxn01333,0.0
rxn05400,71.65981643005065
rxn05599,0.0
rxn10343,0.0
rxn05188,0.0
rxn05609,0.0
rxn10310,0.05775454145340344
rxn05560,10000.000000000002
rxn02161,10000.0
rxn05512,0.0
rxn00274,-9770.897836918199
rxn05233,0.0
rxn05442,0.0
rxn00838,0.0
rxn10265,1.8611354256383967
rxn00065,0.0
rxn00297,9.726313359715885
rxn11403,0.0
rxn10073,0.0
rxn05558,0.0
rxn01454,0.0
rxn05651,0.0
rxn05737,0.0
rxn02760,0.0
rxn09102,0.6251321661652205
rxn05468,1850.6182766299264
rxn00303,0.0
rxn03990,0.0
rxn05425,15.33639139412428
rxn00695,10000.0
rxn01434,-10000.0
rxn10234,0.8115541067659475
rxn00693,-7287.340732755036
rxn00122,0.0
rxn01314,0.0
rxn01859,3201.393890013595
rxn05565,0.0
rxn10202,13.17725001090237
rxn05640,-10000.0
rxn01116,9984.129281216705
rxn00337,124.88718684669207
rxn03908,1.289160358421343
rxn05585,0.0
rxn05436,134.15538894070477
rxn05211,0.0
rxn01452,-57.167923529348904
rxn05673,10000.0
rxn05747,7025.188726241427
rxn09177,0.49275685855561524
rxn01445,0.0
rxn02945,0.0
rxn00777,-15.870718783301065
rxn00409,9978.27097276625
rxn02889,-71.65981643005068
rxn05602,-10000.0
rxn06526,-10000.0
rxn01366,0.0
rxn01512,28.15693751295189
rxn05467,-10000.0
rxn01986,9999.999999999998
rxn10244,0.8138904555302438
rxn05568,10000.0
rxn08171,-10000.0
rxn01466,0.18416576548876332
rxn02185,0.0
rxn03406,0.0
rxn01925,1.1951467522547376e-12
rxn05358,134.15538894070468
rxn01106,-7532.297928565611
rxn07434,0.0
rxn01816,0.0
rxn02527,0.0
rxn02213,0.0
rxn00342,0.0
rxn08669,0.0
rxn00784,10000.0
rxn02200,0.0
rxn00361,0.0
rxn02804,35.3540070552911
rxn00293,0.0
rxn05542,0.0
rxn05397,71.65981643005065
rxn00616,0.0
rxn01480,0.0
rxn04308,0.0
rxn05740,10000.0
rxn01537,0.0
rxn10194,4.411026466991331
rxn03062,0.0
rxn01973,0.0
rxn05620,0.0
rxn00455,0.0
rxn00974,0.0
rxn00506,-124.88718684669206
rxn01388,0.0
rxn05421,15.336391394124284
rxn01775,-9999.999999999945
rxn05108,0.0
rxn05718,10000.000000000002
rxn05485,0.0
rxn02666,0.0
rxn00119,0.0
rxn10214,9.69369793096631
rxn01791,0.0
rxn05578,757.9478484569863
rxn00222,0.0
rxn01646,0.0
rxn03245,41.831532135223455
rxn01966,0.0
rxn05593,0.0
rxn05332,0.0
rxn02275,0.0
rxn01519,0.0
rxn05162,0.0
rxn05473,0.0
rxn11398,0.0
rxn03004,0.0
rxn00029,0.0
rxn03060,0.0
rxn05088,0.0
rxn10319,0.1827585457383103
rxn01143,-9931.11265550814
rxn02277,0.0
rxn10338,0.09607066118786205
rxn01132,10000.0
rxn09063,0.0
rxn09657,226.0293431804268
rxn01549,0.0
rxn05735,0.0
rxn00691,0.0
rxn09889,0.0
rxn01316,0.0
rxn05329,0.0
rxn04457,0.0
rxn10263,8.534308220171935
rxn01843,0.0
rxn05647,-10000.0
rxn10291,0.21179655725999558
rxn09340,0.0
rxn02825,0.0
rxn01964,0.0
rxn10207,1.5356278394805976
rxn08615,10000.0
rxn00559,10000.0
rxn05663,66.79439127850829
rxn10341,0.1886835262045656
rxn00994,0.0
rxn05180,0.0
rxn01225,0.0
rxn02264,0.0
rxn09979,-10000.000000000002
rxn10043,-1.577137235999365e-13
rxn00985,-7153.369509579888
rxn05427,15.336391394124286
rxn10269,8.534308220171935
rxn00623,0.0
rxn00452,0.0
rxn00440,226.02934318042674
rxn05627,10000.0
rxn01516,0.0
rxn10331,0.5253046561643702
rxn05471,78.08630916038052
rxn05447,15.336391394124282
rxn01750,0.0
rxn05392,71.65981643005065
rxn05399,71.65981643005065
rxn00161,0.0
rxn01857,-10000.0
rxn02046,0.0
rxn05231,1025.345359460263
rxn00808,313.4839018074926
rxn07432,0.0
rxn06335,0.0
rxn05209,-3289.082036382241
rxn02380,-4486.898685972335
rxn00474,0.0
rxn10058,1.5858889480695397
rxn00709,0.0
rxn05535,7426.896463980059
rxn11405,0.0
rxn05360,134.1553889407047
rxn00148,-10000.0
rxn00913,0.0
rxn00214,-313.4839018074926
rxn00874,41.831532135223426
rxn10061,0.0
rxn10537,0.0
rxn05525,9329.854017464388
rxn10200,37.38158022874009
rxn05197,-6820.001162312868
rxn05582,-10000.0
rxn03435,0.0
rxn00965,0.0
rxn01673,0.0
rxn10294,0.06413931535647223
rxn08100,0.0
rxn00085,10000.0
rxn12510,0.4927568585556153
rxn05340,0.0
rxn05438,0.0
rxn03842,0.0
rxn09109,0.6251321661652206
rxn00832,0.0
rxn05295,80.5425495060025
rxn00295,119.92478207132682
rxn10258,-1.766380596074587
rxn01352,-1.7060783512300646e-12
rxn05475,0.0
rxn10249,0.09364085847299393
rxn00022,-10000.0
rxn05289,10000.0
rxn11400,0.0
rxn10228,0.8115541067659477
rxn01977,0.0
rxn03249,-41.83153213522343
rxn05317,2204.310972657851
rxn05403,71.65981643005067
rxn09448,0.0
rxn00368,0.0
rxn08467,0.0
rxn01219,0.0
rxn01851,0.0
rxn00867,0.0
rxn01010,0.0
rxn09011,0.0
rxn10287,12.647459565110548
rxn00272,-2044.35188126683
rxn03838,0.0
rxn10327,0.09136992747409796
rxn10192,9.726313359715885
rxn01021,0.0
rxn05543,0.0
rxn01124,0.0
rxn10317,0.055324738738535335
rxn00213,0.0
rxn05237,0.0
rxn01127,-997.0829173557445
rxn03976,0.0
rxn05409,15.33639139412428
rxn02934,134.1553889407047
rxn05420,0.0
rxn10314,0.24668104792945583
rxn00743,0.0
rxn05484,6126.975627400779
rxn10282,1.3168895227721247
rxn00493,-216.30207058964405
rxn01145,0.0
rxn01208,0.0
rxn00173,10000.0
rxn10198,275.6891541869582
rxn04675,0.1841657654887633
rxn08309,9.381879479488273
rxn01509,21.395052326173346
rxn03240,35.3540070552911
rxn05414,15.336391394124286
rxn03892,0.18416576548876332
rxn00789,0.0
rxn05390,71.65981643005067
rxn05356,0.0
rxn05461,8.999507033486355
rxn05167,0.0
rxn10271,2.749620824515092
rxn10248,1.4205000486921233
rxn10242,0.0
rxn00817,0.0
rxn11703,0.0
rxn10059,0.0
rxn00772,-9999.815834234512
rxn00410,-9258.814935454335
rxn02895,0.0
rxn05611,0.0
rxn05160,0.0
rxn10216,1.5356278394805976
rxn02596,0.0
rxn01115,0.0
rxn02792,0.0
rxn05680,0.0
rxn02312,0.0
rxn05256,0.0
rxn06075,8953.28516508424
rxn00438,-226.02934318042676
rxn05405,19.38739586193262
rxn01109,0.0
rxn00679,0.0
rxn05351,0.0
rxn05368,134.15538894070477
rxn04724,0.0
rxn05221,-10000.0
rxn05304,0.0
rxn05362,134.1553889407047
rxn05635,0.0
rxn00568,0.0
rxn03869,0.0
rxn05480,0.0
rxn01013,0.0
rxn09210,2.3204615926990413
rxn10276,0.31496971869131823
rxn05327,0.0
rxn05423,15.336391394124286
rxn05487,-6404.76395795538
rxn10344,0.0
rxn00782,0.0
rxn05106,0.0
rxn00365,0.0
rxn05318,0.0
rxn05595,0.0
rxn10256,-7.464578229556197
rxn10474,0.0
rxn05404,19.387395861932617
rxn01000,216.3020705896441
rxn05462,8.999507033486516
rxn01138,10000.0
rxn01102,7532.29792856561
rxn10336,0.018896388805628116
rxn02305,0.0
rxn01867,10000.000000000002
rxn05303,9999.999999999894
rxn05479,3.875572857197412e-13
rxn01643,124.88718684669207
rxn01275,-10000.0
rxn10257,-12.647459565110548
rxn00589,0.0
rxn05267,0.18416576548876326
rxn05519,216.4862363551328
rxn02363,0.0
rxn05148,0.0
rxn02005,0.0
rxn11511,2.156621356958544e-12
rxn02296,0.0
rxn05551,0.0
rxn05481,0.0
rxn08775,0.0
rxn05533,0.0
rxn01653,0.0
rxn01507,0.0
rxn09198,1.6971237423848
rxn09341,0.0
rxn01362,0.0
rxn10211,13.17725001090237
rxn00227,0.0
rxn03932,0.0
rxn00231,0.0
rxn09106,0.8624024012720913
rxn10270,1.1794075470068646
rxn05598,0.0
rxn02929,-124.88718684669207
rxn10315,0.0353517604223195
rxn05450,0.0
rxn10045,7050.28396477504
rxn10205,9.69369793096631
rxn02196,0.0
rxn02402,0.0
rxn00239,77.3560157229513
rxn00612,-10000.0
rxn03243,41.83153213522346
rxn05418,15.336391394124286
rxn00711,0.0
rxn05375,134.15538894070477
rxn05531,1.423038295075137e-13
rxn00991,-71.65981643005067
rxn10309,0.02766610752729054
rxn10224,31.645470196590495
rxn05203,21.39505232646369
rxn04113,1.289160358421343
rxn05250,0.0
rxn10231,3.1867797145000933
rxn06023,0.3358304603516769
rxn05355,0.0
rxn00499,8350.846336435225
rxn02811,0.0
rxn05024,0.1841657654887633
rxn09992,-5513.101314027668
rxn10262,5.036700666069869
rxn00333,10000.0
rxn08469,0.0
rxn01286,10000.0
rxn05628,10000.0
rxn00422,-2467.7020714343894
rxn05610,0.0
rxn01705,-21.369475455497923
rxn02894,0.0
rxn10191,3.087718526893932
rxn01019,0.0
rxn00412,0.0
rxn03167,0.0
rxn05457,-1.3951543131866944e-15
rxn05526,0.0
rxn00908,0.0
rxn06586,0.0
rxn05700,0.0
rxn05573,2243.4493429861745
rxn03135,0.0
rxn00469,0.0
rxn05655,0.0
rxn00763,10000.0
rxn02061,0.0
rxn00686,-4557.203189183174
rxn00138,23.990243940427952
rxn05393,71.65981643005065
rxn01515,0.0
rxn00791,0.0
rxn05494,-9554.179753017786
rxn08040,9.726313359715885
rxn00338,0.0
rxn02831,0.1841657654887633
rxn01236,-10000.0
rxn07466,-124.88718684669205
rxn10298,0.08481880553901126
rxn03136,0.0
rxn01636,0.0
rxn05170,0.0
